2020-05-04 09:40:25,799 charges_calc.py:73  WARNING Invalid end date of 2017-03-22 00:00:00 found in record RNT001
2020-05-04 09:40:26,035 charges_calc.py:73  WARNING Invalid end date of 2017-01-10 00:00:00 found in record RNT394
2020-05-04 09:40:26,035 charges_calc.py:82  WARNING Value Error on record RNT394, value {'product_code': 'PRD11', 'units_rented': 3, 'price_per_day': 27, 'rental_start': '2/15/18', 'rental_end': '1/10/17', 'total_days': -401, 'total_price': -10827} square of the total price
2020-05-04 09:40:26,036 charges_calc.py:73  WARNING Invalid end date of 2017-12-29 00:00:00 found in record RNT395
2020-05-04 09:40:26,036 charges_calc.py:82  WARNING Value Error on record RNT395, value {'product_code': 'PRD22', 'units_rented': 5, 'price_per_day': 6, 'rental_start': '3/31/18', 'rental_end': '12/29/17', 'total_days': -92, 'total_price': -552} square of the total price
2020-05-04 09:40:26,037 charges_calc.py:73  WARNING Invalid end date of 2016-05-11 00:00:00 found in record RNT397
2020-05-04 09:40:26,041 charges_calc.py:82  WARNING Value Error on record RNT397, value {'product_code': 'PRD81', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '6/22/17', 'rental_end': '5/11/16', 'total_days': -407, 'total_price': -7326} square of the total price
2020-05-04 09:40:26,041 charges_calc.py:73  WARNING Invalid end date of 2017-03-06 00:00:00 found in record RNT400
2020-05-04 09:40:26,041 charges_calc.py:82  WARNING Value Error on record RNT400, value {'product_code': 'PRD59', 'units_rented': 5, 'price_per_day': 27, 'rental_start': '10/12/18', 'rental_end': '3/6/17', 'total_days': -585, 'total_price': -15795} square of the total price
2020-05-04 09:40:26,042 charges_calc.py:73  WARNING Invalid end date of 2017-04-17 00:00:00 found in record RNT405
2020-05-04 09:40:26,042 charges_calc.py:82  WARNING Value Error on record RNT405, value {'product_code': 'PRD48', 'units_rented': 3, 'price_per_day': 18, 'rental_start': '10/9/18', 'rental_end': '4/17/17', 'total_days': -540, 'total_price': -9720} square of the total price
2020-05-04 09:40:26,043 charges_calc.py:73  WARNING Invalid end date of 2017-01-02 00:00:00 found in record RNT408
2020-05-04 09:40:26,043 charges_calc.py:82  WARNING Value Error on record RNT408, value {'product_code': 'PRD42', 'units_rented': 2, 'price_per_day': 37, 'rental_start': '2/1/17', 'rental_end': '1/2/17', 'total_days': -30, 'total_price': -1110} square of the total price
2020-05-04 09:40:26,044 charges_calc.py:73  WARNING Invalid end date of 2016-11-18 00:00:00 found in record RNT409
2020-05-04 09:40:26,044 charges_calc.py:82  WARNING Value Error on record RNT409, value {'product_code': 'PRD12', 'units_rented': 10, 'price_per_day': 24, 'rental_start': '8/16/17', 'rental_end': '11/18/16', 'total_days': -271, 'total_price': -6504} square of the total price
2020-05-04 09:40:26,044 charges_calc.py:73  WARNING Invalid end date of 2017-09-16 00:00:00 found in record RNT412
2020-05-04 09:40:26,045 charges_calc.py:82  WARNING Value Error on record RNT412, value {'product_code': 'PRD58', 'units_rented': 3, 'price_per_day': 33, 'rental_start': '6/30/18', 'rental_end': '9/16/17', 'total_days': -287, 'total_price': -9471} square of the total price
2020-05-04 09:40:26,045 charges_calc.py:73  WARNING Invalid end date of 2017-10-01 00:00:00 found in record RNT413
2020-05-04 09:40:26,046 charges_calc.py:82  WARNING Value Error on record RNT413, value {'product_code': 'PRD6', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '9/22/18', 'rental_end': '10/1/17', 'total_days': -356, 'total_price': -1780} square of the total price
2020-05-04 09:40:26,046 charges_calc.py:73  WARNING Invalid end date of 2016-11-04 00:00:00 found in record RNT414
2020-05-04 09:40:26,048 charges_calc.py:82  WARNING Value Error on record RNT414, value {'product_code': 'PRD65', 'units_rented': 8, 'price_per_day': 38, 'rental_start': '8/5/17', 'rental_end': '11/4/16', 'total_days': -274, 'total_price': -10412} square of the total price
2020-05-04 09:40:26,048 charges_calc.py:73  WARNING Invalid end date of 2017-02-18 00:00:00 found in record RNT416
2020-05-04 09:40:26,049 charges_calc.py:82  WARNING Value Error on record RNT416, value {'product_code': 'PRD71', 'units_rented': 4, 'price_per_day': 27, 'rental_start': '10/26/17', 'rental_end': '2/18/17', 'total_days': -250, 'total_price': -6750} square of the total price
2020-05-04 09:40:26,050 charges_calc.py:73  WARNING Invalid end date of 2016-04-14 00:00:00 found in record RNT421
2020-05-04 09:40:26,050 charges_calc.py:82  WARNING Value Error on record RNT421, value {'product_code': 'PRD92', 'units_rented': 9, 'price_per_day': 9, 'rental_start': '12/6/17', 'rental_end': '4/14/16', 'total_days': -601, 'total_price': -5409} square of the total price
2020-05-04 09:40:26,051 charges_calc.py:73  WARNING Invalid end date of 2016-07-18 00:00:00 found in record RNT422
2020-05-04 09:40:26,051 charges_calc.py:82  WARNING Value Error on record RNT422, value {'product_code': 'PRD14', 'units_rented': 4, 'price_per_day': 21, 'rental_start': '12/24/16', 'rental_end': '7/18/16', 'total_days': -159, 'total_price': -3339} square of the total price
2020-05-04 09:40:26,051 charges_calc.py:73  WARNING Invalid end date of 2016-01-25 00:00:00 found in record RNT423
2020-05-04 09:40:26,052 charges_calc.py:82  WARNING Value Error on record RNT423, value {'product_code': 'PRD45', 'units_rented': 6, 'price_per_day': 35, 'rental_start': '10/17/16', 'rental_end': '1/25/16', 'total_days': -266, 'total_price': -9310} square of the total price
2020-05-04 09:40:26,052 charges_calc.py:73  WARNING Invalid end date of 2016-04-27 00:00:00 found in record RNT424
2020-05-04 09:40:26,053 charges_calc.py:82  WARNING Value Error on record RNT424, value {'product_code': 'PRD5', 'units_rented': 8, 'price_per_day': 22, 'rental_start': '9/27/18', 'rental_end': '4/27/16', 'total_days': -883, 'total_price': -19426} square of the total price
2020-05-04 09:40:26,053 charges_calc.py:73  WARNING Invalid end date of 2017-01-09 00:00:00 found in record RNT427
2020-05-04 09:40:26,054 charges_calc.py:82  WARNING Value Error on record RNT427, value {'product_code': 'PRD59', 'units_rented': 9, 'price_per_day': 11, 'rental_start': '5/5/18', 'rental_end': '1/9/17', 'total_days': -481, 'total_price': -5291} square of the total price
2020-05-04 09:40:26,054 charges_calc.py:73  WARNING Invalid end date of 2016-06-11 00:00:00 found in record RNT428
2020-05-04 09:40:26,055 charges_calc.py:82  WARNING Value Error on record RNT428, value {'product_code': 'PRD86', 'units_rented': 7, 'price_per_day': 15, 'rental_start': '11/11/16', 'rental_end': '6/11/16', 'total_days': -153, 'total_price': -2295} square of the total price
2020-05-04 09:40:26,056 charges_calc.py:73  WARNING Invalid end date of 2018-04-11 00:00:00 found in record RNT430
2020-05-04 09:40:26,056 charges_calc.py:82  WARNING Value Error on record RNT430, value {'product_code': 'PRD57', 'units_rented': 2, 'price_per_day': 15, 'rental_start': '5/3/18', 'rental_end': '4/11/18', 'total_days': -22, 'total_price': -330} square of the total price
2020-05-04 09:40:26,058 charges_calc.py:73  WARNING Invalid end date of 2016-01-24 00:00:00 found in record RNT435
2020-05-04 09:40:26,059 charges_calc.py:82  WARNING Value Error on record RNT435, value {'product_code': 'PRD70', 'units_rented': 1, 'price_per_day': 32, 'rental_start': '11/22/16', 'rental_end': '1/24/16', 'total_days': -303, 'total_price': -9696} square of the total price
2020-05-04 09:40:26,059 charges_calc.py:73  WARNING Invalid end date of 2017-05-07 00:00:00 found in record RNT436
2020-05-04 09:40:26,059 charges_calc.py:82  WARNING Value Error on record RNT436, value {'product_code': 'PRD37', 'units_rented': 4, 'price_per_day': 10, 'rental_start': '4/17/18', 'rental_end': '5/7/17', 'total_days': -345, 'total_price': -3450} square of the total price
2020-05-04 09:40:26,060 charges_calc.py:73  WARNING Invalid end date of 2016-12-03 00:00:00 found in record RNT440
2020-05-04 09:40:26,060 charges_calc.py:82  WARNING Value Error on record RNT440, value {'product_code': 'PRD43', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '11/24/18', 'rental_end': '12/3/16', 'total_days': -721, 'total_price': -25956} square of the total price
2020-05-04 09:40:26,061 charges_calc.py:73  WARNING Invalid end date of 2016-02-18 00:00:00 found in record RNT443
2020-05-04 09:40:26,061 charges_calc.py:82  WARNING Value Error on record RNT443, value {'product_code': 'PRD82', 'units_rented': 9, 'price_per_day': 27, 'rental_start': '8/7/18', 'rental_end': '2/18/16', 'total_days': -901, 'total_price': -24327} square of the total price
2020-05-04 09:40:26,062 charges_calc.py:73  WARNING Invalid end date of 2017-10-24 00:00:00 found in record RNT445
2020-05-04 09:40:26,062 charges_calc.py:82  WARNING Value Error on record RNT445, value {'product_code': 'PRD87', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '2/22/18', 'rental_end': '10/24/17', 'total_days': -121, 'total_price': -1936} square of the total price
2020-05-04 09:40:26,062 charges_calc.py:73  WARNING Invalid end date of 2016-06-26 00:00:00 found in record RNT446
2020-05-04 09:40:26,063 charges_calc.py:82  WARNING Value Error on record RNT446, value {'product_code': 'PRD55', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '6/30/18', 'rental_end': '6/26/16', 'total_days': -734, 'total_price': -13212} square of the total price
2020-05-04 09:40:26,063 charges_calc.py:73  WARNING Invalid end date of 2017-07-07 00:00:00 found in record RNT447
2020-05-04 09:40:26,064 charges_calc.py:82  WARNING Value Error on record RNT447, value {'product_code': 'PRD67', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '11/14/17', 'rental_end': '7/7/17', 'total_days': -130, 'total_price': -2730} square of the total price
2020-05-04 09:40:26,064 charges_calc.py:73  WARNING Invalid end date of 2017-07-30 00:00:00 found in record RNT449
2020-05-04 09:40:26,065 charges_calc.py:82  WARNING Value Error on record RNT449, value {'product_code': 'PRD89', 'units_rented': 6, 'price_per_day': 37, 'rental_start': '10/17/18', 'rental_end': '7/30/17', 'total_days': -444, 'total_price': -16428} square of the total price
2020-05-04 09:40:26,065 charges_calc.py:73  WARNING Invalid end date of 2016-10-16 00:00:00 found in record RNT451
2020-05-04 09:40:26,065 charges_calc.py:82  WARNING Value Error on record RNT451, value {'product_code': 'PRD3', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '3/23/17', 'rental_end': '10/16/16', 'total_days': -158, 'total_price': -948} square of the total price
2020-05-04 09:40:26,066 charges_calc.py:73  WARNING Invalid end date of 2016-07-23 00:00:00 found in record RNT453
2020-05-04 09:40:26,068 charges_calc.py:82  WARNING Value Error on record RNT453, value {'product_code': 'PRD52', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '10/10/18', 'rental_end': '7/23/16', 'total_days': -809, 'total_price': -27506} square of the total price
2020-05-04 09:40:26,069 charges_calc.py:73  WARNING Invalid end date of 2018-08-25 00:00:00 found in record RNT454
2020-05-04 09:40:26,069 charges_calc.py:82  WARNING Value Error on record RNT454, value {'product_code': 'PRD46', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '9/28/18', 'rental_end': '8/25/18', 'total_days': -34, 'total_price': -170} square of the total price
2020-05-04 09:40:26,070 charges_calc.py:73  WARNING Invalid end date of 2016-11-25 00:00:00 found in record RNT457
2020-05-04 09:40:26,070 charges_calc.py:82  WARNING Value Error on record RNT457, value {'product_code': 'PRD56', 'units_rented': 5, 'price_per_day': 31, 'rental_start': '8/6/18', 'rental_end': '11/25/16', 'total_days': -619, 'total_price': -19189} square of the total price
2020-05-04 09:40:26,070 charges_calc.py:73  WARNING Invalid end date of 2016-06-06 00:00:00 found in record RNT461
2020-05-04 09:40:26,071 charges_calc.py:82  WARNING Value Error on record RNT461, value {'product_code': 'PRD80', 'units_rented': 2, 'price_per_day': 11, 'rental_start': '7/21/18', 'rental_end': '6/6/16', 'total_days': -775, 'total_price': -8525} square of the total price
2020-05-04 09:40:26,072 charges_calc.py:73  WARNING Invalid end date of 2018-05-02 00:00:00 found in record RNT462
2020-05-04 09:40:26,072 charges_calc.py:82  WARNING Value Error on record RNT462, value {'product_code': 'PRD82', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '6/9/18', 'rental_end': '5/2/18', 'total_days': -38, 'total_price': -646} square of the total price
2020-05-04 09:40:26,073 charges_calc.py:73  WARNING Invalid end date of 2018-03-14 00:00:00 found in record RNT463
2020-05-04 09:40:26,073 charges_calc.py:82  WARNING Value Error on record RNT463, value {'product_code': 'PRD6', 'units_rented': 5, 'price_per_day': 39, 'rental_start': '11/18/18', 'rental_end': '3/14/18', 'total_days': -249, 'total_price': -9711} square of the total price
2020-05-04 09:40:26,074 charges_calc.py:73  WARNING Invalid end date of 2017-03-07 00:00:00 found in record RNT465
2020-05-04 09:40:26,074 charges_calc.py:82  WARNING Value Error on record RNT465, value {'product_code': 'PRD81', 'units_rented': 3, 'price_per_day': 37, 'rental_start': '4/28/18', 'rental_end': '3/7/17', 'total_days': -417, 'total_price': -15429} square of the total price
2020-05-04 09:40:26,075 charges_calc.py:73  WARNING Invalid end date of 2016-05-23 00:00:00 found in record RNT467
2020-05-04 09:40:26,075 charges_calc.py:82  WARNING Value Error on record RNT467, value {'product_code': 'PRD65', 'units_rented': 8, 'price_per_day': 28, 'rental_start': '5/18/18', 'rental_end': '5/23/16', 'total_days': -725, 'total_price': -20300} square of the total price
2020-05-04 09:40:26,075 charges_calc.py:73  WARNING Invalid end date of 2017-03-05 00:00:00 found in record RNT472
2020-05-04 09:40:26,076 charges_calc.py:82  WARNING Value Error on record RNT472, value {'product_code': 'PRD44', 'units_rented': 9, 'price_per_day': 36, 'rental_start': '4/25/17', 'rental_end': '3/5/17', 'total_days': -51, 'total_price': -1836} square of the total price
2020-05-04 09:40:26,076 charges_calc.py:73  WARNING Invalid end date of 2016-11-26 00:00:00 found in record RNT476
2020-05-04 09:40:26,078 charges_calc.py:82  WARNING Value Error on record RNT476, value {'product_code': 'PRD40', 'units_rented': 4, 'price_per_day': 36, 'rental_start': '7/28/18', 'rental_end': '11/26/16', 'total_days': -609, 'total_price': -21924} square of the total price
2020-05-04 09:40:26,079 charges_calc.py:73  WARNING Invalid end date of 2017-04-08 00:00:00 found in record RNT480
2020-05-04 09:40:26,080 charges_calc.py:82  WARNING Value Error on record RNT480, value {'product_code': 'PRD42', 'units_rented': 3, 'price_per_day': 8, 'rental_start': '8/2/18', 'rental_end': '4/8/17', 'total_days': -481, 'total_price': -3848} square of the total price
2020-05-04 09:40:26,080 charges_calc.py:73  WARNING Invalid end date of 2017-01-29 00:00:00 found in record RNT485
2020-05-04 09:40:26,081 charges_calc.py:82  WARNING Value Error on record RNT485, value {'product_code': 'PRD56', 'units_rented': 7, 'price_per_day': 38, 'rental_start': '3/26/18', 'rental_end': '1/29/17', 'total_days': -421, 'total_price': -15998} square of the total price
2020-05-04 09:40:26,081 charges_calc.py:73  WARNING Invalid end date of 2016-04-28 00:00:00 found in record RNT487
2020-05-04 09:40:26,082 charges_calc.py:82  WARNING Value Error on record RNT487, value {'product_code': 'PRD93', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '3/12/17', 'rental_end': '4/28/16', 'total_days': -318, 'total_price': -11448} square of the total price
2020-05-04 09:40:26,082 charges_calc.py:73  WARNING Invalid end date of 2018-05-09 00:00:00 found in record RNT489
2020-05-04 09:40:26,083 charges_calc.py:82  WARNING Value Error on record RNT489, value {'product_code': 'PRD69', 'units_rented': 6, 'price_per_day': 19, 'rental_start': '8/21/18', 'rental_end': '5/9/18', 'total_days': -104, 'total_price': -1976} square of the total price
