product_id,description,product_type,quantity_available,daily_rate
PID2929,P_Description2929,Bedroom,11,2
PID2930,P_Description2930,Office,0,2
PID2931,P_Description2931,Dining Room,10,3
PID2932,P_Description2932,Kitchen,35,3
PID2933,P_Description2933,Dining Room,26,3
PID2934,P_Description2934,Dining Room,3,5
PID2935,P_Description2935,Living Room,25,3
PID2936,P_Description2936,Bedroom,2,5
PID2937,P_Description2937,Dining Room,38,4
PID2938,P_Description2938,Office,34,4
PID2939,P_Description2939,Living Room,9,1
PID2940,P_Description2940,Bedroom,7,1
PID2941,P_Description2941,Office,39,1
PID2942,P_Description2942,Office,8,3
PID2943,P_Description2943,Living Room,8,5
PID2944,P_Description2944,Kitchen,27,4
PID2945,P_Description2945,Living Room,16,2
PID2946,P_Description2946,Bedroom,3,4
PID2947,P_Description2947,Kitchen,39,1
PID2948,P_Description2948,Living Room,10,4
PID2949,P_Description2949,Bedroom,10,4
PID2950,P_Description2950,Living Room,13,1
PID2951,P_Description2951,Living Room,37,1
PID2952,P_Description2952,Kitchen,4,2
PID2953,P_Description2953,Dining Room,32,1
PID2954,P_Description2954,Bedroom,40,2
PID2955,P_Description2955,Kitchen,36,2
PID2956,P_Description2956,Kitchen,25,1
PID2957,P_Description2957,Kitchen,13,3
PID2958,P_Description2958,Office,2,4
PID2959,P_Description2959,Bedroom,22,1
PID2960,P_Description2960,Living Room,19,5
PID2961,P_Description2961,Dining Room,23,1
PID2962,P_Description2962,Bedroom,9,3
PID2963,P_Description2963,Kitchen,7,2
PID2964,P_Description2964,Dining Room,35,4
PID2965,P_Description2965,Bedroom,18,4
PID2966,P_Description2966,Office,7,2
PID2967,P_Description2967,Living Room,8,1
PID2968,P_Description2968,Office,29,4
PID2969,P_Description2969,Office,2,1
PID2970,P_Description2970,Office,29,3
PID2971,P_Description2971,Living Room,25,4
PID2972,P_Description2972,Dining Room,31,5
PID2973,P_Description2973,Bedroom,4,2
PID2974,P_Description2974,Living Room,13,3
PID2975,P_Description2975,Bedroom,35,2
PID2976,P_Description2976,Living Room,17,1
PID2977,P_Description2977,Dining Room,24,1
PID2978,P_Description2978,Dining Room,27,1
PID2979,P_Description2979,Kitchen,14,3
PID2980,P_Description2980,Kitchen,30,3
PID2981,P_Description2981,Bedroom,12,2
PID2982,P_Description2982,Living Room,29,3
PID2983,P_Description2983,Kitchen,1,2
PID2984,P_Description2984,Living Room,5,2
PID2985,P_Description2985,Bedroom,14,4
PID2986,P_Description2986,Living Room,25,1
PID2987,P_Description2987,Kitchen,16,4
PID2988,P_Description2988,Dining Room,8,4
PID2989,P_Description2989,Office,5,4
PID2990,P_Description2990,Dining Room,34,3
PID2991,P_Description2991,Living Room,14,3
PID2992,P_Description2992,Office,29,2
PID2993,P_Description2993,Bedroom,17,3
PID2994,P_Description2994,Living Room,9,3
PID2995,P_Description2995,Dining Room,36,3
PID2996,P_Description2996,Office,16,3
PID2997,P_Description2997,Dining Room,27,1
PID2998,P_Description2998,Kitchen,34,2
PID2999,P_Description2999,Living Room,36,2
PID3000,P_Description3000,Living Room,9,2
PID3001,P_Description3001,Bedroom,22,5
PID3002,P_Description3002,Bedroom,17,3
PID3003,P_Description3003,Kitchen,17,5
PID3004,P_Description3004,Kitchen,1,4
PID3005,P_Description3005,Living Room,5,4
PID3006,P_Description3006,Office,1,3
PID3007,P_Description3007,Living Room,9,5
PID3008,P_Description3008,Dining Room,7,1
PID3009,P_Description3009,Office,25,1
PID3010,P_Description3010,Office,26,1
PID3011,P_Description3011,Living Room,3,1
PID3012,P_Description3012,Kitchen,36,3
PID3013,P_Description3013,Living Room,21,5
PID3014,P_Description3014,Dining Room,20,1
PID3015,P_Description3015,Living Room,20,5
PID3016,P_Description3016,Office,39,1
PID3017,P_Description3017,Living Room,8,3
PID3018,P_Description3018,Office,9,4
PID3019,P_Description3019,Living Room,19,1
PID3020,P_Description3020,Bedroom,36,2
PID3021,P_Description3021,Dining Room,36,4
PID3022,P_Description3022,Kitchen,3,3
PID3023,P_Description3023,Living Room,15,5
PID3024,P_Description3024,Office,35,2
PID3025,P_Description3025,Office,25,2
PID3026,P_Description3026,Dining Room,26,3
PID3027,P_Description3027,Office,31,1
PID3028,P_Description3028,Bedroom,14,2
PID3029,P_Description3029,Dining Room,19,4
PID3030,P_Description3030,Kitchen,14,5
PID3031,P_Description3031,Dining Room,27,1
PID3032,P_Description3032,Living Room,35,4
PID3033,P_Description3033,Living Room,13,5
PID3034,P_Description3034,Kitchen,1,2
PID3035,P_Description3035,Living Room,11,1
PID3036,P_Description3036,Kitchen,40,5
PID3037,P_Description3037,Dining Room,8,1
PID3038,P_Description3038,Dining Room,20,5
PID3039,P_Description3039,Kitchen,38,2
PID3040,P_Description3040,Dining Room,15,1
PID3041,P_Description3041,Dining Room,7,1
PID3042,P_Description3042,Bedroom,21,2
PID3043,P_Description3043,Dining Room,25,1
PID3044,P_Description3044,Office,1,4
PID3045,P_Description3045,Bedroom,3,1
PID3046,P_Description3046,Bedroom,1,3
PID3047,P_Description3047,Living Room,25,3
PID3048,P_Description3048,Dining Room,40,1
PID3049,P_Description3049,Kitchen,22,3
PID3050,P_Description3050,Kitchen,13,1
PID3051,P_Description3051,Office,0,2
PID3052,P_Description3052,Dining Room,9,3
PID3053,P_Description3053,Office,26,5
PID3054,P_Description3054,Dining Room,6,1
PID3055,P_Description3055,Living Room,21,3
PID3056,P_Description3056,Living Room,23,1
PID3057,P_Description3057,Dining Room,31,4
PID3058,P_Description3058,Kitchen,18,1
PID3059,P_Description3059,Office,35,2
PID3060,P_Description3060,Bedroom,13,2
PID3061,P_Description3061,Dining Room,22,4
PID3062,P_Description3062,Bedroom,29,5
PID3063,P_Description3063,Living Room,39,2
PID3064,P_Description3064,Living Room,29,5
PID3065,P_Description3065,Office,18,2
PID3066,P_Description3066,Bedroom,33,2
PID3067,P_Description3067,Bedroom,14,5
PID3068,P_Description3068,Living Room,5,3
PID3069,P_Description3069,Kitchen,6,1
PID3070,P_Description3070,Kitchen,37,1
PID3071,P_Description3071,Bedroom,31,1
PID3072,P_Description3072,Living Room,39,2
PID3073,P_Description3073,Dining Room,9,2
PID3074,P_Description3074,Office,16,1
PID3075,P_Description3075,Kitchen,28,5
PID3076,P_Description3076,Kitchen,27,2
PID3077,P_Description3077,Living Room,18,3
PID3078,P_Description3078,Living Room,39,2
PID3079,P_Description3079,Dining Room,32,2
PID3080,P_Description3080,Dining Room,29,5
PID3081,P_Description3081,Living Room,7,4
PID3082,P_Description3082,Living Room,4,4
PID3083,P_Description3083,Bedroom,25,5
PID3084,P_Description3084,Bedroom,21,3
PID3085,P_Description3085,Living Room,10,1
PID3086,P_Description3086,Dining Room,20,2
PID3087,P_Description3087,Bedroom,9,1
PID3088,P_Description3088,Dining Room,38,5
PID3089,P_Description3089,Dining Room,3,5
PID3090,P_Description3090,Office,36,4
PID3091,P_Description3091,Dining Room,36,2
PID3092,P_Description3092,Kitchen,9,2
PID3093,P_Description3093,Living Room,31,2
PID3094,P_Description3094,Dining Room,8,4
PID3095,P_Description3095,Kitchen,11,4
PID3096,P_Description3096,Bedroom,14,4
PID3097,P_Description3097,Bedroom,31,4
PID3098,P_Description3098,Dining Room,12,5
PID3099,P_Description3099,Bedroom,24,2
PID3100,P_Description3100,Dining Room,32,3
PID3101,P_Description3101,Kitchen,36,3
PID3102,P_Description3102,Dining Room,10,5
PID3103,P_Description3103,Dining Room,34,1
PID3104,P_Description3104,Living Room,18,4
PID3105,P_Description3105,Dining Room,33,1
PID3106,P_Description3106,Kitchen,6,1
PID3107,P_Description3107,Dining Room,31,1
PID3108,P_Description3108,Office,14,1
PID3109,P_Description3109,Kitchen,30,3
PID3110,P_Description3110,Office,17,3
PID3111,P_Description3111,Living Room,4,5
PID3112,P_Description3112,Bedroom,6,2
PID3113,P_Description3113,Kitchen,7,4
PID3114,P_Description3114,Kitchen,28,1
PID3115,P_Description3115,Dining Room,12,1
PID3116,P_Description3116,Living Room,8,5
PID3117,P_Description3117,Kitchen,10,1
PID3118,P_Description3118,Dining Room,21,1
PID3119,P_Description3119,Bedroom,2,1
PID3120,P_Description3120,Kitchen,23,1
PID3121,P_Description3121,Living Room,35,4
PID3122,P_Description3122,Kitchen,13,4
PID3123,P_Description3123,Kitchen,27,4
PID3124,P_Description3124,Living Room,14,3
PID3125,P_Description3125,Bedroom,25,2
PID3126,P_Description3126,Dining Room,8,2
PID3127,P_Description3127,Office,33,2
PID3128,P_Description3128,Kitchen,15,4
PID3129,P_Description3129,Living Room,3,5
PID3130,P_Description3130,Office,27,3
PID3131,P_Description3131,Dining Room,39,4
PID3132,P_Description3132,Office,18,4
PID3133,P_Description3133,Living Room,39,2
PID3134,P_Description3134,Kitchen,36,2
PID3135,P_Description3135,Bedroom,6,5
PID3136,P_Description3136,Living Room,19,4
PID3137,P_Description3137,Living Room,7,3
PID3138,P_Description3138,Bedroom,35,4
PID3139,P_Description3139,Office,39,4
PID3140,P_Description3140,Office,36,2
PID3141,P_Description3141,Kitchen,16,4
PID3142,P_Description3142,Office,15,1
PID3143,P_Description3143,Living Room,23,2
PID3144,P_Description3144,Dining Room,30,2
PID3145,P_Description3145,Office,38,3
PID3146,P_Description3146,Dining Room,32,1
PID3147,P_Description3147,Living Room,15,4
PID3148,P_Description3148,Living Room,20,2
PID3149,P_Description3149,Living Room,32,5
PID3150,P_Description3150,Bedroom,9,5
PID3151,P_Description3151,Bedroom,15,1
PID3152,P_Description3152,Dining Room,19,2
PID3153,P_Description3153,Bedroom,23,1
PID3154,P_Description3154,Kitchen,31,1
PID3155,P_Description3155,Living Room,4,5
PID3156,P_Description3156,Office,12,4
PID3157,P_Description3157,Dining Room,7,3
PID3158,P_Description3158,Dining Room,10,2
PID3159,P_Description3159,Bedroom,9,1
PID3160,P_Description3160,Bedroom,9,2
PID3161,P_Description3161,Bedroom,37,2
PID3162,P_Description3162,Office,16,1
PID3163,P_Description3163,Bedroom,27,5
PID3164,P_Description3164,Office,8,2
PID3165,P_Description3165,Kitchen,22,3
PID3166,P_Description3166,Kitchen,9,5
PID3167,P_Description3167,Living Room,23,4
PID3168,P_Description3168,Dining Room,35,4
PID3169,P_Description3169,Office,10,1
PID3170,P_Description3170,Kitchen,16,4
PID3171,P_Description3171,Dining Room,30,5
PID3172,P_Description3172,Living Room,10,3
PID3173,P_Description3173,Bedroom,10,2
PID3174,P_Description3174,Dining Room,26,3
PID3175,P_Description3175,Office,0,4
PID3176,P_Description3176,Dining Room,40,3
PID3177,P_Description3177,Bedroom,16,2
PID3178,P_Description3178,Living Room,15,3
PID3179,P_Description3179,Living Room,24,4
PID3180,P_Description3180,Living Room,22,3
PID3181,P_Description3181,Bedroom,25,3
PID3182,P_Description3182,Kitchen,17,2
PID3183,P_Description3183,Living Room,39,5
PID3184,P_Description3184,Living Room,25,5
PID3185,P_Description3185,Kitchen,23,1
PID3186,P_Description3186,Kitchen,36,5
PID3187,P_Description3187,Office,9,5
PID3188,P_Description3188,Office,26,1
PID3189,P_Description3189,Bedroom,22,3
PID3190,P_Description3190,Dining Room,4,4
PID3191,P_Description3191,Bedroom,9,4
PID3192,P_Description3192,Living Room,4,5
PID3193,P_Description3193,Dining Room,12,2
PID3194,P_Description3194,Kitchen,24,4
PID3195,P_Description3195,Living Room,34,2
PID3196,P_Description3196,Bedroom,9,1
PID3197,P_Description3197,Bedroom,27,5
PID3198,P_Description3198,Office,37,4
PID3199,P_Description3199,Bedroom,33,5
PID3200,P_Description3200,Kitchen,15,4
PID3201,P_Description3201,Living Room,8,2
PID3202,P_Description3202,Bedroom,19,1
PID3203,P_Description3203,Office,12,4
PID3204,P_Description3204,Office,26,1
PID3205,P_Description3205,Kitchen,27,4
PID3206,P_Description3206,Kitchen,31,1
PID3207,P_Description3207,Dining Room,38,4
PID3208,P_Description3208,Dining Room,21,4
PID3209,P_Description3209,Office,18,5
PID3210,P_Description3210,Bedroom,9,4
PID3211,P_Description3211,Office,7,5
PID3212,P_Description3212,Bedroom,14,5
PID3213,P_Description3213,Living Room,32,4
PID3214,P_Description3214,Dining Room,23,3
PID3215,P_Description3215,Bedroom,16,5
PID3216,P_Description3216,Office,40,4
PID3217,P_Description3217,Dining Room,26,4
PID3218,P_Description3218,Office,17,4
PID3219,P_Description3219,Kitchen,15,3
PID3220,P_Description3220,Kitchen,26,2
PID3221,P_Description3221,Bedroom,36,1
PID3222,P_Description3222,Office,33,2
PID3223,P_Description3223,Dining Room,24,1
PID3224,P_Description3224,Bedroom,1,1
PID3225,P_Description3225,Office,14,2
PID3226,P_Description3226,Bedroom,6,5
PID3227,P_Description3227,Dining Room,33,4
PID3228,P_Description3228,Bedroom,21,5
PID3229,P_Description3229,Dining Room,17,1
PID3230,P_Description3230,Living Room,3,1
PID3231,P_Description3231,Dining Room,28,3
PID3232,P_Description3232,Living Room,22,4
PID3233,P_Description3233,Kitchen,28,5
PID3234,P_Description3234,Bedroom,18,1
PID3235,P_Description3235,Kitchen,22,4
PID3236,P_Description3236,Dining Room,24,3
PID3237,P_Description3237,Kitchen,1,4
PID3238,P_Description3238,Bedroom,17,2
PID3239,P_Description3239,Office,10,3
PID3240,P_Description3240,Kitchen,29,4
PID3241,P_Description3241,Kitchen,6,1
PID3242,P_Description3242,Kitchen,18,4
PID3243,P_Description3243,Living Room,21,1
PID3244,P_Description3244,Office,32,4
PID3245,P_Description3245,Living Room,4,1
PID3246,P_Description3246,Dining Room,37,1
PID3247,P_Description3247,Bedroom,10,5
PID3248,P_Description3248,Dining Room,12,1
PID3249,P_Description3249,Living Room,2,4
PID3250,P_Description3250,Office,29,2
PID3251,P_Description3251,Kitchen,31,2
PID3252,P_Description3252,Dining Room,12,5
PID3253,P_Description3253,Kitchen,38,3
PID3254,P_Description3254,Kitchen,39,3
PID3255,P_Description3255,Kitchen,19,2
PID3256,P_Description3256,Office,23,1
PID3257,P_Description3257,Living Room,24,5
PID3258,P_Description3258,Living Room,8,4
PID3259,P_Description3259,Dining Room,17,2
PID3260,P_Description3260,Bedroom,12,4
PID3261,P_Description3261,Kitchen,23,2
PID3262,P_Description3262,Office,16,5
PID3263,P_Description3263,Bedroom,5,5
PID3264,P_Description3264,Living Room,6,5
PID3265,P_Description3265,Office,22,4
PID3266,P_Description3266,Living Room,18,5
PID3267,P_Description3267,Kitchen,4,4
PID3268,P_Description3268,Bedroom,39,2
PID3269,P_Description3269,Kitchen,5,3
PID3270,P_Description3270,Office,25,2
PID3271,P_Description3271,Living Room,20,4
PID3272,P_Description3272,Dining Room,7,2
PID3273,P_Description3273,Living Room,14,4
PID3274,P_Description3274,Living Room,30,3
PID3275,P_Description3275,Living Room,3,1
PID3276,P_Description3276,Kitchen,10,5
PID3277,P_Description3277,Living Room,15,5
PID3278,P_Description3278,Bedroom,15,4
PID3279,P_Description3279,Living Room,27,5
PID3280,P_Description3280,Bedroom,30,2
PID3281,P_Description3281,Living Room,22,3
PID3282,P_Description3282,Living Room,19,2
PID3283,P_Description3283,Dining Room,6,4
PID3284,P_Description3284,Office,16,3
PID3285,P_Description3285,Bedroom,17,2
PID3286,P_Description3286,Living Room,9,2
PID3287,P_Description3287,Office,2,3
PID3288,P_Description3288,Bedroom,16,4
PID3289,P_Description3289,Kitchen,25,5
PID3290,P_Description3290,Dining Room,36,5
PID3291,P_Description3291,Living Room,31,3
PID3292,P_Description3292,Bedroom,2,5
PID3293,P_Description3293,Living Room,15,1
PID3294,P_Description3294,Office,34,5
PID3295,P_Description3295,Dining Room,17,4
PID3296,P_Description3296,Bedroom,24,1
PID3297,P_Description3297,Living Room,12,4
PID3298,P_Description3298,Living Room,34,2
PID3299,P_Description3299,Living Room,22,2
PID3300,P_Description3300,Kitchen,19,5
PID3301,P_Description3301,Office,38,4
PID3302,P_Description3302,Kitchen,7,1
PID3303,P_Description3303,Living Room,37,4
PID3304,P_Description3304,Dining Room,4,4
PID3305,P_Description3305,Office,24,2
PID3306,P_Description3306,Kitchen,31,1
PID3307,P_Description3307,Office,25,5
PID3308,P_Description3308,Living Room,14,3
PID3309,P_Description3309,Living Room,40,2
PID3310,P_Description3310,Kitchen,36,2
PID3311,P_Description3311,Bedroom,32,5
PID3312,P_Description3312,Kitchen,39,4
PID3313,P_Description3313,Living Room,16,5
PID3314,P_Description3314,Dining Room,1,4
PID3315,P_Description3315,Office,28,5
PID3316,P_Description3316,Bedroom,22,5
PID3317,P_Description3317,Living Room,16,5
PID3318,P_Description3318,Kitchen,21,2
PID3319,P_Description3319,Dining Room,15,2
PID3320,P_Description3320,Office,8,4
PID3321,P_Description3321,Kitchen,39,4
PID3322,P_Description3322,Bedroom,16,3
PID3323,P_Description3323,Kitchen,18,2
PID3324,P_Description3324,Office,10,3
PID3325,P_Description3325,Office,14,5
PID3326,P_Description3326,Living Room,14,1
PID3327,P_Description3327,Kitchen,28,4
PID3328,P_Description3328,Dining Room,5,4
PID3329,P_Description3329,Dining Room,16,2
PID3330,P_Description3330,Office,10,5
PID3331,P_Description3331,Kitchen,3,5
PID3332,P_Description3332,Office,5,1
PID3333,P_Description3333,Kitchen,27,1
PID3334,P_Description3334,Office,26,1
PID3335,P_Description3335,Kitchen,21,3
PID3336,P_Description3336,Bedroom,4,1
PID3337,P_Description3337,Office,11,2
PID3338,P_Description3338,Office,27,1
PID3339,P_Description3339,Living Room,27,2
PID3340,P_Description3340,Bedroom,11,2
PID3341,P_Description3341,Kitchen,20,5
PID3342,P_Description3342,Office,13,4
PID3343,P_Description3343,Dining Room,22,4
PID3344,P_Description3344,Office,2,5
PID3345,P_Description3345,Kitchen,35,5
PID3346,P_Description3346,Living Room,40,4
PID3347,P_Description3347,Bedroom,10,2
PID3348,P_Description3348,Kitchen,4,1
PID3349,P_Description3349,Kitchen,12,4
PID3350,P_Description3350,Dining Room,18,1
PID3351,P_Description3351,Bedroom,27,5
PID3352,P_Description3352,Dining Room,21,1
PID3353,P_Description3353,Living Room,20,5
PID3354,P_Description3354,Kitchen,4,2
PID3355,P_Description3355,Office,33,2
PID3356,P_Description3356,Living Room,39,2
PID3357,P_Description3357,Office,35,1
PID3358,P_Description3358,Office,10,3
PID3359,P_Description3359,Bedroom,12,4
PID3360,P_Description3360,Office,36,5
PID3361,P_Description3361,Dining Room,34,5
